id,name,dataset,time_limit,memory_limit,rating,tags,complexity
p03626,AtCoder Beginner Contest 071 - Coloring Dominoes,AtCoder,2000.0,262144.0,D,,
p03631,AtCoder Beginner Contest 070 - Palindromic Number,AtCoder,2000.0,262144.0,A,,
p03632,AtCoder Beginner Contest 070 - Two Switches,AtCoder,2000.0,262144.0,B,,
p03633,AtCoder Beginner Contest 070 - Multiple Clocks,AtCoder,2000.0,262144.0,C,,
p03634,AtCoder Beginner Contest 070 - Transit Tree Path,AtCoder,2000.0,262144.0,D,,
p03635,AtCoder Beginner Contest 069 - K-City,AtCoder,2000.0,262144.0,A,,
p03636,AtCoder Beginner Contest 069 - i18n,AtCoder,2000.0,262144.0,B,,
p03637,AtCoder Beginner Contest 069 - 4-adjacent,AtCoder,2000.0,262144.0,C,,
p03638,AtCoder Beginner Contest 069 - Grid Coloring,AtCoder,2000.0,262144.0,D,,
p03643,AtCoder Beginner Contest 068 - ABCxxx,AtCoder,2000.0,262144.0,A,,
p03644,AtCoder Beginner Contest 068 - Break Number,AtCoder,2000.0,262144.0,B,,
p03645,AtCoder Beginner Contest 068 - Cat Snuke and a Voyage,AtCoder,2000.0,262144.0,C,,
p03646,AtCoder Beginner Contest 068 - Decrease (Contestant ver.),AtCoder,2000.0,262144.0,D,,
p03657,AtCoder Beginner Contest 067 - Sharing Cookies,AtCoder,2000.0,262144.0,A,,
p03658,AtCoder Beginner Contest 067 - Snake Toy,AtCoder,2000.0,262144.0,B,,
p03659,AtCoder Beginner Contest 067 - Splitting Pile,AtCoder,2000.0,262144.0,C,,
p03660,AtCoder Beginner Contest 067 - Fennec VS. Snuke,AtCoder,2000.0,262144.0,D,,
p03671,AtCoder Beginner Contest 066 - ringring,AtCoder,2000.0,262144.0,A,,
p03672,AtCoder Beginner Contest 066 - ss,AtCoder,2000.0,262144.0,B,,
p03673,AtCoder Beginner Contest 066 - pushpush,AtCoder,2000.0,262144.0,C,,
p03674,AtCoder Beginner Contest 066 - 11,AtCoder,2000.0,262144.0,D,,
p03679,AtCoder Beginner Contest 065 - Expired?,AtCoder,2000.0,262144.0,A,,
p03680,AtCoder Beginner Contest 065 - Trained?,AtCoder,2000.0,262144.0,B,,
p03681,AtCoder Beginner Contest 065 - Reconciled?,AtCoder,2000.0,262144.0,C,,
p03682,AtCoder Beginner Contest 065 - Built?,AtCoder,2000.0,262144.0,D,,
p03693,AtCoder Beginner Contest 064 - RGB Cards,AtCoder,2000.0,262144.0,A,,
p03694,AtCoder Beginner Contest 064 - Traveling AtCoDeer Problem,AtCoder,2000.0,262144.0,B,,
p03695,AtCoder Beginner Contest 064 - Colorful Leaderboard,AtCoder,2000.0,262144.0,C,,
p03696,AtCoder Beginner Contest 064 - Insertion,AtCoder,2000.0,262144.0,D,,
p03697,AtCoder Beginner Contest 063 - Restricted,AtCoder,2000.0,262144.0,A,,
p03698,AtCoder Beginner Contest 063 - Varied,AtCoder,2000.0,262144.0,B,,
p03699,AtCoder Beginner Contest 063 - Bugged,AtCoder,2000.0,262144.0,C,,
p03700,AtCoder Beginner Contest 063 - Widespread,AtCoder,2000.0,262144.0,D,,
p03711,AtCoder Beginner Contest 062 - Grouping,AtCoder,2000.0,262144.0,A,,
p03712,AtCoder Beginner Contest 062 - Picture Frame,AtCoder,2000.0,262144.0,B,,
p03713,AtCoder Beginner Contest 062 - Chocolate Bar,AtCoder,2000.0,262144.0,C,,
p03714,AtCoder Beginner Contest 062 - 3N Numbers,AtCoder,2000.0,262144.0,D,,
p03719,AtCoder Beginner Contest 061 - Between Two Integers,AtCoder,2000.0,262144.0,A,,
p03720,AtCoder Beginner Contest 061 - Counting Roads,AtCoder,2000.0,262144.0,B,,
p03721,AtCoder Beginner Contest 061 - Big Array,AtCoder,2000.0,262144.0,C,,
p03722,AtCoder Beginner Contest 061 - Score Attack,AtCoder,2000.0,262144.0,D,,
p03729,AtCoder Beginner Contest 060 - Shiritori,AtCoder,2000.0,262144.0,A,,
p03730,AtCoder Beginner Contest 060 - Choose Integers,AtCoder,2000.0,262144.0,B,,
p03731,AtCoder Beginner Contest 060 - Sentou,AtCoder,2000.0,262144.0,C,,
p03732,AtCoder Beginner Contest 060 - Simple Knapsack,AtCoder,2000.0,262144.0,D,,
p03737,AtCoder Beginner Contest 059 - Three-letter acronym,AtCoder,2000.0,262144.0,A,,
p03738,AtCoder Beginner Contest 059 - Comparison,AtCoder,2000.0,262144.0,B,,
p03739,AtCoder Beginner Contest 059 - Sequence,AtCoder,2000.0,262144.0,C,,
p03740,AtCoder Beginner Contest 059 - Alice&Brown,AtCoder,2000.0,262144.0,D,,
p03759,AtCoder Beginner Contest 058 - ι⊥l,AtCoder,2000.0,262144.0,A,,
p03760,AtCoder Beginner Contest 058 - ∵∴∵,AtCoder,2000.0,262144.0,B,,
p03761,AtCoder Beginner Contest 058 - Dubious Document,AtCoder,2000.0,262144.0,C,,
p03762,AtCoder Beginner Contest 058 - ###,AtCoder,2000.0,262144.0,D,,
p03773,AtCoder Beginner Contest 057 - Remaining Time,AtCoder,2000.0,262144.0,A,,
p03774,AtCoder Beginner Contest 057 - Checkpoints,AtCoder,2000.0,262144.0,B,,
p03775,AtCoder Beginner Contest 057 - Digits in Multiplication,AtCoder,2000.0,262144.0,C,,
p03776,AtCoder Beginner Contest 057 - Maximum Average Sets,AtCoder,2000.0,262144.0,D,,
p03777,AtCoder Beginner Contest 056 - HonestOrDishonest,AtCoder,2000.0,262144.0,A,,
p03778,AtCoder Beginner Contest 056 - NarrowRectanglesEasy,AtCoder,2000.0,262144.0,B,,
p03779,AtCoder Beginner Contest 056 - Go Home,AtCoder,2000.0,262144.0,C,,
p03780,AtCoder Beginner Contest 056 - No Need,AtCoder,2000.0,262144.0,D,,
p03795,AtCoder Beginner Contest 055 - Restaurant,AtCoder,2000.0,262144.0,A,,
p03796,AtCoder Beginner Contest 055 - Training Camp,AtCoder,2000.0,262144.0,B,,
p03797,AtCoder Beginner Contest 055 - Scc Puzzle,AtCoder,2000.0,262144.0,C,,
p03798,AtCoder Beginner Contest 055 - Menagerie,AtCoder,2000.0,262144.0,D,,
p03803,AtCoder Beginner Contest 054 - One Card Poker,AtCoder,2000.0,262144.0,A,,
p03804,AtCoder Beginner Contest 054 - Template Matching,AtCoder,2000.0,262144.0,B,,
p03805,AtCoder Beginner Contest 054 - One-stroke Path,AtCoder,2000.0,262144.0,C,,
p03806,AtCoder Beginner Contest 054 - Mixing Experiment,AtCoder,2000.0,262144.0,D,,
p03813,AtCoder Beginner Contest 053 - ABC/ARC,AtCoder,2000.0,262144.0,A,,
p03814,AtCoder Beginner Contest 053 - A to Z String,AtCoder,2000.0,262144.0,B,,
p03815,AtCoder Beginner Contest 053 - X: Yet Another Die Game,AtCoder,2000.0,262144.0,C,,
p03816,AtCoder Beginner Contest 053 - Card Eater,AtCoder,2000.0,262144.0,D,,
p03826,AtCoder Beginner Contest 052 - Two Rectangles,AtCoder,2000.0,262144.0,A,,
p03827,AtCoder Beginner Contest 052 - Increment Decrement,AtCoder,2000.0,262144.0,B,,
p03828,AtCoder Beginner Contest 052 - Factors of Factorial,AtCoder,2000.0,262144.0,C,,
p03829,AtCoder Beginner Contest 052 - Walk and Teleport,AtCoder,2000.0,262144.0,D,,
p03834,AtCoder Beginner Contest 051 - Haiku,AtCoder,2000.0,262144.0,A,,
p03835,AtCoder Beginner Contest 051 - Sum of Three Integers,AtCoder,2000.0,262144.0,B,,
p03836,AtCoder Beginner Contest 051 - Back and Forth,AtCoder,2000.0,262144.0,C,,
p03837,AtCoder Beginner Contest 051 - Candidates of No Shortest Paths,AtCoder,2000.0,262144.0,D,,
p03844,AtCoder Beginner Contest 050 - Addition and Subtraction Easy,AtCoder,2000.0,262144.0,A,,
p03845,AtCoder Beginner Contest 050 - Contest with Drinks Easy,AtCoder,2000.0,262144.0,B,,
p03846,AtCoder Beginner Contest 050 - Lining Up,AtCoder,2000.0,262144.0,C,,
p03847,AtCoder Beginner Contest 050 - Xor Sum,AtCoder,2000.0,262144.0,D,,
p03852,AtCoder Beginner Contest 049 - UOIAUAI,AtCoder,2000.0,262144.0,A,,
p03853,AtCoder Beginner Contest 049 - Thin,AtCoder,2000.0,262144.0,B,,
p03854,AtCoder Beginner Contest 049 - Daydream,AtCoder,2000.0,262144.0,C,,
p03855,AtCoder Beginner Contest 049 - Connectivity,AtCoder,2000.0,262144.0,D,,
p03860,AtCoder Beginner Contest 048 - AtCoder *** Contest,AtCoder,2000.0,262144.0,A,,
p03861,AtCoder Beginner Contest 048 - Between a and b ...,AtCoder,2000.0,262144.0,B,,
p03862,AtCoder Beginner Contest 048 - Boxes and Candies,AtCoder,2000.0,262144.0,C,,
p03863,AtCoder Beginner Contest 048 - An Ordinary Game,AtCoder,2000.0,262144.0,D,,
p03943,AtCoder Beginner Contest 047 - Fighting over Candies,AtCoder,2000.0,262144.0,A,,
p03944,AtCoder Beginner Contest 047 - Snuke's Coloring 2 (ABC Edit),AtCoder,2000.0,262144.0,B,,
p03945,AtCoder Beginner Contest 047 - 1D Reversi,AtCoder,2000.0,262144.0,C,,
p03946,AtCoder Beginner Contest 047 - An Invisible Hand,AtCoder,2000.0,262144.0,D,,
p03962,AtCoder Beginner Contest 046 - AtCoDeer and Paint Cans,AtCoder,2000.0,262144.0,A,,
p03963,AtCoder Beginner Contest 046 - Painting Balls with AtCoDeer,AtCoder,2000.0,262144.0,B,,
p03964,AtCoder Beginner Contest 046 - AtCoDeer and Election Report,AtCoder,2000.0,262144.0,C,,
p03965,AtCoder Beginner Contest 046 - AtCoDeer and Rock-Paper,AtCoder,2000.0,262144.0,D,,
p03997,AtCoder Beginner Contest 045 - Trapezoids,AtCoder,2000.0,262144.0,A,,
p03998,AtCoder Beginner Contest 045 - Card Game for Three (ABC Edit),AtCoder,2000.0,262144.0,B,,
p03999,AtCoder Beginner Contest 045 - Many Formulas,AtCoder,2000.0,262144.0,C,,
p04000,AtCoder Beginner Contest 045 - Snuke's Coloring,AtCoder,3000.0,262144.0,D,,
p04011,AtCoder Beginner Contest 044 - Tak and Hotels (ABC Edit),AtCoder,2000.0,262144.0,A,,
p04012,AtCoder Beginner Contest 044 - Beautiful Strings,AtCoder,2000.0,262144.0,B,,
p04013,AtCoder Beginner Contest 044 - Tak and Cards,AtCoder,2000.0,262144.0,C,,
p04014,AtCoder Beginner Contest 044 - Digit Sum,AtCoder,2000.0,262144.0,D,,
p04029,AtCoder Beginner Contest 043 - Children and Candies (ABC Edit),AtCoder,2000.0,262144.0,A,,
p04030,AtCoder Beginner Contest 043 - Unhappy Hacking (ABC Edit),AtCoder,2000.0,262144.0,B,,
p04031,AtCoder Beginner Contest 043 - Be Together,AtCoder,2000.0,262144.0,C,,
p04032,AtCoder Beginner Contest 043 - Unbalanced,AtCoder,2000.0,262144.0,D,,
p04043,AtCoder Beginner Contest 042 - Iroha and Haiku (ABC Edition),AtCoder,2000.0,262144.0,A,,
p04044,AtCoder Beginner Contest 042 - Iroha Loves Strings (ABC Edition),AtCoder,2000.0,262144.0,B,,
p04045,AtCoder Beginner Contest 042 - Iroha's Obsession,AtCoder,2000.0,262144.0,C,,
p04046,AtCoder Beginner Contest 042 - Iroha and a Grid,AtCoder,2000.0,262144.0,D,,
