id,name,dataset,time_limit,memory_limit,rating,tags,complexity
p03761,AtCoder Beginner Contest 058 - Dubious Document,AtCoder,2000.0,262144.0,,,
p03762,AtCoder Beginner Contest 058 - ###,AtCoder,2000.0,262144.0,,,
p03773,AtCoder Beginner Contest 057 - Remaining Time,AtCoder,2000.0,262144.0,,,
p03774,AtCoder Beginner Contest 057 - Checkpoints,AtCoder,2000.0,262144.0,,,
p03775,AtCoder Beginner Contest 057 - Digits in Multiplication,AtCoder,2000.0,262144.0,,,
p03776,AtCoder Beginner Contest 057 - Maximum Average Sets,AtCoder,2000.0,262144.0,,,
p03777,AtCoder Beginner Contest 056 - HonestOrDishonest,AtCoder,2000.0,262144.0,,,
p03778,AtCoder Beginner Contest 056 - NarrowRectanglesEasy,AtCoder,2000.0,262144.0,,,
p03779,AtCoder Beginner Contest 056 - Go Home,AtCoder,2000.0,262144.0,,,
p03780,AtCoder Beginner Contest 056 - No Need,AtCoder,2000.0,262144.0,,,
p03795,AtCoder Beginner Contest 055 - Restaurant,AtCoder,2000.0,262144.0,,,
p03796,AtCoder Beginner Contest 055 - Training Camp,AtCoder,2000.0,262144.0,,,
p03797,AtCoder Beginner Contest 055 - Scc Puzzle,AtCoder,2000.0,262144.0,,,
p03798,AtCoder Beginner Contest 055 - Menagerie,AtCoder,2000.0,262144.0,,,
p03803,AtCoder Beginner Contest 054 - One Card Poker,AtCoder,2000.0,262144.0,,,
p03804,AtCoder Beginner Contest 054 - Template Matching,AtCoder,2000.0,262144.0,,,
p03805,AtCoder Beginner Contest 054 - One-stroke Path,AtCoder,2000.0,262144.0,,,
p03806,AtCoder Beginner Contest 054 - Mixing Experiment,AtCoder,2000.0,262144.0,,,
p03813,AtCoder Beginner Contest 053 - ABC/ARC,AtCoder,2000.0,262144.0,,,
p03814,AtCoder Beginner Contest 053 - A to Z String,AtCoder,2000.0,262144.0,,,
p03815,AtCoder Beginner Contest 053 - X: Yet Another Die Game,AtCoder,2000.0,262144.0,,,
p03816,AtCoder Beginner Contest 053 - Card Eater,AtCoder,2000.0,262144.0,,,
p03826,AtCoder Beginner Contest 052 - Two Rectangles,AtCoder,2000.0,262144.0,,,
p03827,AtCoder Beginner Contest 052 - Increment Decrement,AtCoder,2000.0,262144.0,,,
p03828,AtCoder Beginner Contest 052 - Factors of Factorial,AtCoder,2000.0,262144.0,,,
p03829,AtCoder Beginner Contest 052 - Walk and Teleport,AtCoder,2000.0,262144.0,,,
p03834,AtCoder Beginner Contest 051 - Haiku,AtCoder,2000.0,262144.0,,,
p03835,AtCoder Beginner Contest 051 - Sum of Three Integers,AtCoder,2000.0,262144.0,,,
p03836,AtCoder Beginner Contest 051 - Back and Forth,AtCoder,2000.0,262144.0,,,
p03837,AtCoder Beginner Contest 051 - Candidates of No Shortest Paths,AtCoder,2000.0,262144.0,,,
p03844,AtCoder Beginner Contest 050 - Addition and Subtraction Easy,AtCoder,2000.0,262144.0,,,
p03845,AtCoder Beginner Contest 050 - Contest with Drinks Easy,AtCoder,2000.0,262144.0,,,
p03846,AtCoder Beginner Contest 050 - Lining Up,AtCoder,2000.0,262144.0,,,
p03847,AtCoder Beginner Contest 050 - Xor Sum,AtCoder,2000.0,262144.0,,,
p03852,AtCoder Beginner Contest 049 - UOIAUAI,AtCoder,2000.0,262144.0,,,
p03853,AtCoder Beginner Contest 049 - Thin,AtCoder,2000.0,262144.0,,,
p03854,AtCoder Beginner Contest 049 - Daydream,AtCoder,2000.0,262144.0,,,
p03855,AtCoder Beginner Contest 049 - Connectivity,AtCoder,2000.0,262144.0,,,
p03860,AtCoder Beginner Contest 048 - AtCoder *** Contest,AtCoder,2000.0,262144.0,,,
p03861,AtCoder Beginner Contest 048 - Between a and b ...,AtCoder,2000.0,262144.0,,,
p03862,AtCoder Beginner Contest 048 - Boxes and Candies,AtCoder,2000.0,262144.0,,,
p03863,AtCoder Beginner Contest 048 - An Ordinary Game,AtCoder,2000.0,262144.0,,,
p03943,AtCoder Beginner Contest 047 - Fighting over Candies,AtCoder,2000.0,262144.0,,,
p03944,AtCoder Beginner Contest 047 - Snuke's Coloring 2 (ABC Edit),AtCoder,2000.0,262144.0,,,
p03945,AtCoder Beginner Contest 047 - 1D Reversi,AtCoder,2000.0,262144.0,,,
p03946,AtCoder Beginner Contest 047 - An Invisible Hand,AtCoder,2000.0,262144.0,,,
p03962,AtCoder Beginner Contest 046 - AtCoDeer and Paint Cans,AtCoder,2000.0,262144.0,,,
p03963,AtCoder Beginner Contest 046 - Painting Balls with AtCoDeer,AtCoder,2000.0,262144.0,,,
p03964,AtCoder Beginner Contest 046 - AtCoDeer and Election Report,AtCoder,2000.0,262144.0,,,
p03965,AtCoder Beginner Contest 046 - AtCoDeer and Rock-Paper,AtCoder,2000.0,262144.0,,,
p03997,AtCoder Beginner Contest 045 - Trapezoids,AtCoder,2000.0,262144.0,,,
p03998,AtCoder Beginner Contest 045 - Card Game for Three (ABC Edit),AtCoder,2000.0,262144.0,,,
p03999,AtCoder Beginner Contest 045 - Many Formulas,AtCoder,2000.0,262144.0,,,
p04000,AtCoder Beginner Contest 045 - Snuke's Coloring,AtCoder,3000.0,262144.0,,,
p04011,AtCoder Beginner Contest 044 - Tak and Hotels (ABC Edit),AtCoder,2000.0,262144.0,,,
p04012,AtCoder Beginner Contest 044 - Beautiful Strings,AtCoder,2000.0,262144.0,,,
p04013,AtCoder Beginner Contest 044 - Tak and Cards,AtCoder,2000.0,262144.0,,,
p04014,AtCoder Beginner Contest 044 - Digit Sum,AtCoder,2000.0,262144.0,,,
p04029,AtCoder Beginner Contest 043 - Children and Candies (ABC Edit),AtCoder,2000.0,262144.0,,,
p04030,AtCoder Beginner Contest 043 - Unhappy Hacking (ABC Edit),AtCoder,2000.0,262144.0,,,
p04031,AtCoder Beginner Contest 043 - Be Together,AtCoder,2000.0,262144.0,,,
p04032,AtCoder Beginner Contest 043 - Unbalanced,AtCoder,2000.0,262144.0,,,
p04043,AtCoder Beginner Contest 042 - Iroha and Haiku (ABC Edition),AtCoder,2000.0,262144.0,,,
p04044,AtCoder Beginner Contest 042 - Iroha Loves Strings (ABC Edition),AtCoder,2000.0,262144.0,,,
p04045,AtCoder Beginner Contest 042 - Iroha's Obsession,AtCoder,2000.0,262144.0,,,
p04046,AtCoder Beginner Contest 042 - Iroha and a Grid,AtCoder,2000.0,262144.0,,,
